Age,Sex,Country,Year,Population,,,,,,,
75 - 79,Female,Croatia,2001,93745,,,,,,,
75 - 79,Female,Croatia,2002,94550,,,,,,,
75 - 79,Female,Croatia,2003,95260,,,,,,,
75 - 79,Female,Croatia,2004,96419,,,,,,,
75 - 79,Female,Croatia,2005,98432,,,,,,,
75 - 79,Female,Croatia,2006,101107,,,,,,,
75 - 79,Female,Croatia,2007,104094,,,,,,,
75 - 79,Female,Croatia,2008,106916,,,,,,,
75 - 79,Female,Croatia,2009,108716,,,,,,,
75 - 79,Female,Croatia,2010,109375,,,,,,,
75 - 79,Female,Croatia,2011,109497,,,,,,,
75 - 79,Female,Croatia,2012,109393,,,,,,,
75 - 79,Female,Croatia,2013,108665,,,,,,,
75 - 79,Female,Croatia,2014,107717,,,,,,,
75 - 79,Female,Croatia,2015,106495,,,,,,,
75 - 79,Female,Croatia,2016,104533,,,,,,,
75 - 79,Female,Croatia,2017,102539,,,,,,,
75 - 79,Female,Croatia,2018,100543,,,,,,,
75 - 79,Female,Croatia,2019,97107,,,,,,,
75 - 79,Female,Croatia,2020,91795,,,,,,,
75 - 79,Female,Croatia,2021,88909,,,,,,,
75 - 79,Female,Croatia,2022,89967,,,,,,,
75 - 79,Female,Croatia,2023,92694,,,,,,,
75 - 79,Female,Cyprus,1980,..,,,,,,,
75 - 79,Female,Cyprus,1990,6952,,,,,,,
75 - 79,Female,Cyprus,1995,7556,,,,,,,
75 - 79,Female,Cyprus,2000,8361,,,,,,,
75 - 79,Female,Cyprus,2001,8810,,,,,,,
75 - 79,Female,Cyprus,2002,9241,,,,,,,
75 - 79,Female,Cyprus,2003,9530,,,,,,,
75 - 79,Female,Cyprus,2004,9816,,,,,,,
75 - 79,Female,Cyprus,2005,10072,,,,,,,
75 - 79,Female,Cyprus,2006,10248,,,,,,,
75 - 79,Female,Cyprus,2007,10405,,,,,,,
75 - 79,Female,Cyprus,2008,10653,,,,,,,
75 - 79,Female,Cyprus,2009,10951,,,,,,,
75 - 79,Female,Cyprus,2010,11264,,,,,,,
75 - 79,Female,Cyprus,2011,11581,,,,,,,
75 - 79,Female,Cyprus,2012,11910,,,,,,,
75 - 79,Female,Cyprus,2013,12341,,,,,,,
75 - 79,Female,Cyprus,2014,12861,,,,,,,
75 - 79,Female,Cyprus,2015,13464,,,,,,,
75 - 79,Female,Cyprus,2016,13939,,,,,,,
75 - 79,Female,Cyprus,2017,14243,,,,,,,
75 - 79,Female,Cyprus,2018,14609,,,,,,,
75 - 79,Female,Cyprus,2019,15002,,,,,,,
75 - 79,Female,Cyprus,2020,15381,,,,,,,
75 - 79,Female,Cyprus,2021,16065,,,,,,,
75 - 79,Female,Cyprus,2022,17192,,,,,,,
75 - 79,Female,Cyprus,2023,18465,,,,,,,
75 - 79,Female,Czechia,1980,175901,,,,,,,
75 - 79,Female,Czechia,1990,184878,,,,,,,
75 - 79,Female,Czechia,1995,119266,,,,,,,
75 - 79,Female,Czechia,2000,208137,,,,,,,
75 - 79,Female,Czechia,2001,208703,,,,,,,
75 - 79,Female,Czechia,2002,207015,,,,,,,
75 - 79,Female,Czechia,2003,204521,,,,,,,
75 - 79,Female,Czechia,2004,202232,,,,,,,
75 - 79,Female,Czechia,2005,201620,,,,,,,
75 - 79,Female,Czechia,2006,202080,,,,,,,
75 - 79,Female,Czechia,2007,202101,,,,,,,
75 - 79,Female,Czechia,2008,200794,,,,,,,
75 - 79,Female,Czechia,2009,197871,,,,,,,
75 - 79,Female,Czechia,2010,193573,,,,,,,
75 - 79,Female,Czechia,2011,188754,,,,,,,
75 - 79,Female,Czechia,2012,184712,,,,,,,
75 - 79,Female,Czechia,2013,182970,,,,,,,
75 - 79,Female,Czechia,2014,184402,,,,,,,
75 - 79,Female,Czechia,2015,189609,,,,,,,
75 - 79,Female,Czechia,2016,198019,,,,,,,
75 - 79,Female,Czechia,2017,207563,,,,,,,
75 - 79,Female,Czechia,2018,219816,,,,,,,
75 - 79,Female,Czechia,2019,234010,,,,,,,
75 - 79,Female,Czechia,2020,243764,,,,,,,
75 - 79,Female,Czechia,2021,254633,,,,,,,
75 - 79,Female,Czechia,2022,272147,,,,,,,
75 - 79,Female,Czechia,2023,286699,,,,,,,
75 - 79,Female,Denmark,1980,87407,,,,,,,
75 - 79,Female,Denmark,1990,99067,,,,,,,
75 - 79,Female,Denmark,1995,94686,,,,,,,
75 - 79,Female,Denmark,2000,98010,,,,,,,
75 - 79,Female,Denmark,2001,95839,,,,,,,
75 - 79,Female,Denmark,2002,94122,,,,,,,
75 - 79,Female,Denmark,2003,92832,,,,,,,
75 - 79,Female,Denmark,2004,91342,,,,,,,
75 - 79,Female,Denmark,2005,89988,,,,,,,
75 - 79,Female,Denmark,2006,89027,,,,,,,
75 - 79,Female,Denmark,2007,88590,,,,,,,
75 - 79,Female,Denmark,2008,88360,,,,,,,
75 - 79,Female,Denmark,2009,88544,,,,,,,
75 - 79,Female,Denmark,2010,89524,,,,,,,
75 - 79,Female,Denmark,2011,91107,,,,,,,
75 - 79,Female,Denmark,2012,93523,,,,,,,
75 - 79,Female,Denmark,2013,96606,,,,,,,
75 - 79,Female,Denmark,2014,99708,,,,,,,
75 - 79,Female,Denmark,2015,102997,,,,,,,
75 - 79,Female,Denmark,2016,106569,,,,,,,
75 - 79,Female,Denmark,2017,110873,,,,,,,
75 - 79,Female,Denmark,2018,116685,,,,,,,
75 - 79,Female,Denmark,2019,124057,,,,,,,
75 - 79,Female,Denmark,2020,132497,,,,,,,
75 - 79,Female,Denmark,2021,141223,,,,,,,
75 - 79,Female,Denmark,2022,148470,,,,,,,
75 - 79,Female,Denmark,2023,152261,,,,,,,
75 - 79,Female,Estonia,1980,26814,,,,,,,
75 - 79,Female,Estonia,1990,28020,,,,,,,
75 - 79,Female,Estonia,1995,20006,,,,,,,
75 - 79,Female,Estonia,2000,29455,,,,,,,
75 - 79,Female,Estonia,2001,30975,,,,,,,
75 - 79,Female,Estonia,2002,31855,,,,,,,
75 - 79,Female,Estonia,2003,32510,,,,,,,
75 - 79,Female,Estonia,2004,33115,,,,,,,
75 - 79,Female,Estonia,2005,33635,,,,,,,
75 - 79,Female,Estonia,2006,34040,,,,,,,
75 - 79,Female,Estonia,2007,34390,,,,,,,
75 - 79,Female,Estonia,2008,34165,,,,,,,
75 - 79,Female,Estonia,2009,33390,,,,,,,
75 - 79,Female,Estonia,2010,32960,,,,,,,
75 - 79,Female,Estonia,2011,32973,,,,,,,
75 - 79,Female,Estonia,2012,33623,,,,,,,
75 - 79,Female,Estonia,2013,34834,,,,,,,
75 - 79,Female,Estonia,2014,36247,,,,,,,
75 - 79,Female,Estonia,2015,37152,,,,,,,
75 - 79,Female,Estonia,2016,37756,,,,,,,
75 - 79,Female,Estonia,2017,37521,,,,,,,
75 - 79,Female,Estonia,2018,35632,,,,,,,
75 - 79,Female,Estonia,2019,33326,,,,,,,
75 - 79,Female,Estonia,2020,31412,,,,,,,
75 - 79,Female,Estonia,2021,30036,,,,,,,
75 - 79,Female,Estonia,2022,29890,,,,,,,
75 - 79,Female,Estonia,2023,31482,,,,,,,
75 - 79,Female,Finland,1980,72816,,,,,,,
75 - 79,Female,Finland,1990,93382,,,,,,,
75 - 79,Female,Finland,1995,88530,,,,,,,
75 - 79,Female,Finland,2000,104695,,,,,,,
75 - 79,Female,Finland,2001,105248,,,,,,,
75 - 79,Female,Finland,2002,105713,,,,,,,
75 - 79,Female,Finland,2003,106215,,,,,,,
75 - 79,Female,Finland,2004,107431,,,,,,,
75 - 79,Female,Finland,2005,109000,,,,,,,
75 - 79,Female,Finland,2006,109699,,,,,,,
75 - 79,Female,Finland,2007,109708,,,,,,,
75 - 79,Female,Finland,2008,108383,,,,,,,
75 - 79,Female,Finland,2009,106308,,,,,,,
75 - 79,Female,Finland,2010,104968,,,,,,,
75 - 79,Female,Finland,2011,104524,,,,,,,
75 - 79,Female,Finland,2012,105265,,,,,,,
75 - 79,Female,Finland,2013,107757,,,,,,,
75 - 79,Female,Finland,2014,111382,,,,,,,
75 - 79,Female,Finland,2015,112705,,,,,,,
75 - 79,Female,Finland,2016,115970,,,,,,,
75 - 79,Female,Finland,2017,118162,,,,,,,
75 - 79,Female,Finland,2018,116965,,,,,,,
75 - 79,Female,Finland,2019,117758,,,,,,,
75 - 79,Female,Finland,2020,123437,,,,,,,
75 - 79,Female,Finland,2021,132001,,,,,,,
75 - 79,Female,Finland,2022,143004,,,,,,,
75 - 79,Female,Finland,2023,156206,,,,,,,
75 - 79,Female,France,1980,..,,,,,,,
75 - 79,Female,France,1990,..,,,,,,,
75 - 79,Female,France,1995,756873,,,,,,,
75 - 79,Female,France,2000,1283193,,,,,,,
75 - 79,Female,France,2001,1282409,,,,,,,
75 - 79,Female,France,2002,1285214,,,,,,,
75 - 79,Female,France,2003,1292568,,,,,,,
75 - 79,Female,France,2004,1302571,,,,,,,
75 - 79,Female,France,2005,1317831,,,,,,,
75 - 79,Female,France,2006,1331721,,,,,,,
75 - 79,Female,France,2007,1339943,,,,,,,
75 - 79,Female,France,2008,1340987,,,,,,,
75 - 79,Female,France,2009,1337480,,,,,,,
75 - 79,Female,France,2010,1326807,,,,,,,
75 - 79,Female,France,2011,1308965,,,,,,,
75 - 79,Female,France,2012,1290557,,,,,,,
75 - 79,Female,France,2013,1276078,,,,,,,
75 - 79,Female,France,2014,1264612,,,,,,,
75 - 79,Female,France,2015,1247230,,,,,,,
75 - 79,Female,France,2016,1220847,,,,,,,
75 - 79,Female,France,2017,1201384,,,,,,,
75 - 79,Female,France,2018,1206573,,,,,,,
75 - 79,Female,France,2019,1221783,,,,,,,
75 - 79,Female,France,2020,1245955,,,,,,,
75 - 79,Female,France,2021,1327412,,,,,,,
75 - 79,Female,France,2022,1454459,,,,,,,
75 - 79,Female,France,2023,1573532,,,,,,,
75 - 79,Female,Georgia,1980,57896,,,,,,,
75 - 79,Female,Georgia,1990,70350,,,,,,,
75 - 79,Female,Georgia,1995,66924,,,,,,,
75 - 79,Female,Georgia,2000,65444,,,,,,,
75 - 79,Female,Georgia,2001,65302,,,,,,,
75 - 79,Female,Georgia,2002,67075,,,,,,,
75 - 79,Female,Georgia,2003,70796,,,,,,,
75 - 79,Female,Georgia,2004,73491,,,,,,,
75 - 79,Female,Georgia,2005,75072,,,,,,,
75 - 79,Female,Georgia,2006,75298,,,,,,,
75 - 79,Female,Georgia,2007,74432,,,,,,,
75 - 79,Female,Georgia,2008,73056,,,,,,,
75 - 79,Female,Georgia,2009,70859,,,,,,,
75 - 79,Female,Georgia,2010,69952,,,,,,,
75 - 79,Female,Georgia,2011,71333,,,,,,,
75 - 79,Female,Georgia,2012,74862,,,,,,,
75 - 79,Female,Georgia,2013,79689,,,,,,,
75 - 79,Female,Georgia,2014,84523,,,,,,,
75 - 79,Female,Georgia,2015,88131,,,,,,,
75 - 79,Female,Georgia,2016,88654,,,,,,,
75 - 79,Female,Georgia,2017,84332,,,,,,,
75 - 79,Female,Georgia,2018,75220,,,,,,,
75 - 79,Female,Georgia,2019,64781,,,,,,,
75 - 79,Female,Georgia,2020,56527,,,,,,,
75 - 79,Female,Georgia,2021,52143,,,,,,,
75 - 79,Female,Georgia,2022,..,,,,,,,
75 - 79,Female,Georgia,2023,..,,,,,,,
75 - 79,Female,Germany,1980,1277281,,,,,,,
75 - 79,Female,Germany,1990,1649491,,,,,,,
75 - 79,Female,Germany,1995,1273844,,,,,,,
75 - 79,Female,Germany,2000,1903934,,,,,,,
75 - 79,Female,Germany,2001,1873626,,,,,,,
75 - 79,Female,Germany,2002,1841658,,,,,,,
75 - 79,Female,Germany,2003,1827824,,,,,,,
75 - 79,Female,Germany,2004,1825769,,,,,,,
75 - 79,Female,Germany,2005,1819758,,,,,,,
75 - 79,Female,Germany,2006,1804382,,,,,,,
75 - 79,Female,Germany,2007,1780427,,,,,,,
75 - 79,Female,Germany,2008,1748842,,,,,,,
75 - 79,Female,Germany,2009,1751479,,,,,,,
75 - 79,Female,Germany,2010,1798062,,,,,,,
75 - 79,Female,Germany,2011,1873160,,,,,,,
75 - 79,Female,Germany,2012,1982302,,,,,,,
75 - 79,Female,Germany,2013,2114427,,,,,,,
75 - 79,Female,Germany,2014,2242692,,,,,,,
75 - 79,Female,Germany,2015,2339014,,,,,,,
75 - 79,Female,Germany,2016,2399553,,,,,,,
75 - 79,Female,Germany,2017,2384932,,,,,,,
75 - 79,Female,Germany,2018,2308380,,,,,,,
75 - 79,Female,Germany,2019,2204581,,,,,,,
75 - 79,Female,Germany,2020,2030194,,,,,,,
75 - 79,Female,Germany,2021,1837276,,,,,,,
75 - 79,Female,Germany,2022,1735831,,,,,,,
75 - 79,Female,Germany,2023,1710952,,,,,,,
75 - 79,Female,Greece,1980,144181,,,,,,,
75 - 79,Female,Greece,1990,171368,,,,,,,
75 - 79,Female,Greece,1995,159267,,,,,,,
75 - 79,Female,Greece,2000,194701,,,,,,,
75 - 79,Female,Greece,2001,207383,,,,,,,
75 - 79,Female,Greece,2002,217620,,,,,,,
75 - 79,Female,Greece,2003,229231,,,,,,,
75 - 79,Female,Greece,2004,239486,,,,,,,
75 - 79,Female,Greece,2005,246689,,,,,,,
75 - 79,Female,Greece,2006,251095,,,,,,,
75 - 79,Female,Greece,2007,255625,,,,,,,
75 - 79,Female,Greece,2008,260959,,,,,,,
75 - 79,Female,Greece,2009,265966,,,,,,,
75 - 79,Female,Greece,2010,270919,,,,,,,
75 - 79,Female,Greece,2011,274660,,,,,,,
75 - 79,Female,Greece,2012,276837,,,,,,,
75 - 79,Female,Greece,2013,278246,,,,,,,
75 - 79,Female,Greece,2014,278488,,,,,,,
75 - 79,Female,Greece,2015,275454,,,,,,,
75 - 79,Female,Greece,2016,267918,,,,,,,
75 - 79,Female,Greece,2017,257565,,,,,,,
75 - 79,Female,Greece,2018,247744,,,,,,,
75 - 79,Female,Greece,2019,242055,,,,,,,
75 - 79,Female,Greece,2020,243402,,,,,,,
75 - 79,Female,Greece,2021,245320,,,,,,,
75 - 79,Female,Greece,2022,253186,,,,,,,
75 - 79,Female,Greece,2023,267522,,,,,,,
75 - 79,Female,Hungary,1980,167913,,,,,,,
75 - 79,Female,Hungary,1990,193019,,,,,,,
75 - 79,Female,Hungary,1995,137031,,,,,,,
75 - 79,Female,Hungary,2000,219118,,,,,,,
75 - 79,Female,Hungary,2001,220385,,,,,,,
75 - 79,Female,Hungary,2002,219076,,,,,,,
75 - 79,Female,Hungary,2003,217708,,,,,,,
75 - 79,Female,Hungary,2004,218995,,,,,,,
75 - 79,Female,Hungary,2005,220416,,,,,,,
75 - 79,Female,Hungary,2006,220235,,,,,,,
75 - 79,Female,Hungary,2007,220756,,,,,,,
75 - 79,Female,Hungary,2008,221368,,,,,,,
75 - 79,Female,Hungary,2009,220630,,,,,,,
75 - 79,Female,Hungary,2010,218833,,,,,,,
75 - 79,Female,Hungary,2011,216144,,,,,,,
75 - 79,Female,Hungary,2012,214500,,,,,,,
75 - 79,Female,Hungary,2013,214359,,,,,,,
75 - 79,Female,Hungary,2014,215406,,,,,,,
75 - 79,Female,Hungary,2015,218141,,,,,,,
75 - 79,Female,Hungary,2016,221376,,,,,,,
75 - 79,Female,Hungary,2017,225108,,,,,,,
75 - 79,Female,Hungary,2018,228774,,,,,,,
75 - 79,Female,Hungary,2019,233212,,,,,,,
75 - 79,Female,Hungary,2020,234610,,,,,,,
75 - 79,Female,Hungary,2021,231661,,,,,,,
75 - 79,Female,Hungary,2022,231731,,,,,,,
75 - 79,Female,Hungary,2023,236009,,,,,,,
75 - 79,Female,Iceland,1980,2458,,,,,,,
75 - 79,Female,Iceland,1990,2927,,,,,,,
75 - 79,Female,Iceland,1995,3169,,,,,,,
75 - 79,Female,Iceland,2000,3687,,,,,,,
75 - 79,Female,Iceland,2001,3747,,,,,,,
75 - 79,Female,Iceland,2002,3836,,,,,,,
75 - 79,Female,Iceland,2003,3886,,,,,,,
75 - 79,Female,Iceland,2004,3948,,,,,,,
75 - 79,Female,Iceland,2005,4099,,,,,,,
75 - 79,Female,Iceland,2006,4211,,,,,,,
75 - 79,Female,Iceland,2007,4227,,,,,,,
75 - 79,Female,Iceland,2008,4222,,,,,,,
75 - 79,Female,Iceland,2009,4203,,,,,,,
75 - 79,Female,Iceland,2010,4155,,,,,,,
75 - 79,Female,Iceland,2011,4104,,,,,,,
75 - 79,Female,Iceland,2012,4081,,,,,,,
75 - 79,Female,Iceland,2013,4039,,,,,,,
75 - 79,Female,Iceland,2014,4014,,,,,,,
75 - 79,Female,Iceland,2015,4044,,,,,,,
75 - 79,Female,Iceland,2016,4083,,,,,,,
75 - 79,Female,Iceland,2017,4194,,,,,,,
75 - 79,Female,Iceland,2018,4441,,,,,,,
75 - 79,Female,Iceland,2019,4729,,,,,,,
75 - 79,Female,Iceland,2020,5028,,,,,,,
75 - 79,Female,Iceland,2021,5313,,,,,,,
75 - 79,Female,Iceland,2022,5556,,,,,,,
75 - 79,Female,Iceland,2023,5815,,,,,,,
75 - 79,Female,Ireland,1980,39402,,,,,,,
75 - 79,Female,Ireland,1990,48348,,,,,,,
75 - 79,Female,Ireland,1995,48148,,,,,,,
75 - 79,Female,Ireland,2000,52042,,,,,,,
75 - 79,Female,Ireland,2001,52216,,,,,,,
75 - 79,Female,Ireland,2002,52327,,,,,,,
75 - 79,Female,Ireland,2003,52250,,,,,,,
75 - 79,Female,Ireland,2004,52209,,,,,,,
75 - 79,Female,Ireland,2005,52040,,,,,,,
75 - 79,Female,Ireland,2006,51772,,,,,,,
75 - 79,Female,Ireland,2007,51806,,,,,,,
75 - 79,Female,Ireland,2008,52303,,,,,,,
75 - 79,Female,Ireland,2009,53058,,,,,,,
75 - 79,Female,Ireland,2010,53976,,,,,,,
75 - 79,Female,Ireland,2011,55183,,,,,,,
75 - 79,Female,Ireland,2012,56302,,,,,,,
75 - 79,Female,Ireland,2013,57420,,,,,,,
75 - 79,Female,Ireland,2014,58706,,,,,,,
75 - 79,Female,Ireland,2015,59980,,,,,,,
75 - 79,Female,Ireland,2016,61097,,,,,,,
75 - 79,Female,Ireland,2017,62682,,,,,,,
75 - 79,Female,Ireland,2018,65643,,,,,,,
75 - 79,Female,Ireland,2019,69946,,,,,,,
75 - 79,Female,Ireland,2020,74566,,,,,,,
75 - 79,Female,Ireland,2021,78248,,,,,,,
75 - 79,Female,Ireland,2022,81669,,,,,,,
75 - 79,Female,Ireland,2023,85323,,,,,,,
75 - 79,Female,Israel,1980,31000,,,,,,,
75 - 79,Female,Israel,1990,52300,,,,,,,
75 - 79,Female,Israel,1995,51700,,,,,,,
75 - 79,Female,Israel,2000,78990,,,,,,,
75 - 79,Female,Israel,2001,82902,,,,,,,
75 - 79,Female,Israel,2002,84926,,,,,,,
75 - 79,Female,Israel,2003,84932,,,,,,,
75 - 79,Female,Israel,2004,84161,,,,,,,
75 - 79,Female,Israel,2005,83543,,,,,,,
75 - 79,Female,Israel,2006,82794,,,,,,,
75 - 79,Female,Israel,2007,82593,,,,,,,
75 - 79,Female,Israel,2008,82906,,,,,,,
75 - 79,Female,Israel,2009,83053,,,,,,,
75 - 79,Female,Israel,2010,83640,,,,,,,
75 - 79,Female,Israel,2011,85623,,,,,,,
75 - 79,Female,Israel,2012,88979,,,,,,,
75 - 79,Female,Israel,2013,92675,,,,,,,
75 - 79,Female,Israel,2014,95824,,,,,,,
75 - 79,Female,Israel,2015,97492,,,,,,,
75 - 79,Female,Israel,2016,97686,,,,,,,
75 - 79,Female,Israel,2017,95580,,,,,,,
75 - 79,Female,Israel,2018,92559,,,,,,,
75 - 79,Female,Israel,2019,91752,,,,,,,
75 - 79,Female,Israel,2020,76278,,,,,,,
75 - 79,Female,Israel,2021,83726,,,,,,,
75 - 79,Female,Israel,2022,..,,,,,,,
75 - 79,Female,Israel,2023,..,,,,,,,
75 - 79,Female,Italy,1980,851118,,,,,,,
75 - 79,Female,Italy,1990,1140279,,,,,,,
75 - 79,Female,Italy,1995,875063,,,,,,,
75 - 79,Female,Italy,2000,1359479,,,,,,,
75 - 79,Female,Italy,2001,1365325,,,,,,,
75 - 79,Female,Italy,2002,1372039,,,,,,,
75 - 79,Female,Italy,2003,1379369,,,,,,,
75 - 79,Female,Italy,2004,1387431,,,,,,,
75 - 79,Female,Italy,2005,1407286,,,,,,,
75 - 79,Female,Italy,2006,1428767,,,,,,,
75 - 79,Female,Italy,2007,1436921,,,,,,,
75 - 79,Female,Italy,2008,1441053,,,,,,,
75 - 79,Female,Italy,2009,1448280,,,,,,,
75 - 79,Female,Italy,2010,1449325,,,,,,,
75 - 79,Female,Italy,2011,1444843,,,,,,,
75 - 79,Female,Italy,2012,1451216,,,,,,,
75 - 79,Female,Italy,2013,1474131,,,,,,,
75 - 79,Female,Italy,2014,1506037,,,,,,,
75 - 79,Female,Italy,2015,1536058,,,,,,,
75 - 79,Female,Italy,2016,1551671,,,,,,,
75 - 79,Female,Italy,2017,1545858,,,,,,,
75 - 79,Female,Italy,2018,1521275,,,,,,,
75 - 79,Female,Italy,2019,1483642,,,,,,,
75 - 79,Female,Italy,2020,1434678,,,,,,,
75 - 79,Female,Italy,2021,1432200,,,,,,,
75 - 79,Female,Italy,2022,1486062,,,,,,,
75 - 79,Female,Italy,2023,1546341,,,,,,,
75 - 79,Female,Kazakhstan,1980,..,,,,,,,
75 - 79,Female,Kazakhstan,1990,146062,,,,,,,
75 - 79,Female,Kazakhstan,1995,106462,,,,,,,
75 - 79,Female,Kazakhstan,2000,124465,,,,,,,
75 - 79,Female,Kazakhstan,2001,134378,,,,,,,
75 - 79,Female,Kazakhstan,2002,144335,,,,,,,
75 - 79,Female,Kazakhstan,2003,154342,,,,,,,
75 - 79,Female,Kazakhstan,2004,160372,,,,,,,
75 - 79,Female,Kazakhstan,2005,162189,,,,,,,
75 - 79,Female,Kazakhstan,2006,158564,,,,,,,
75 - 79,Female,Kazakhstan,2007,150715,,,,,,,
75 - 79,Female,Kazakhstan,2008,136418,,,,,,,
75 - 79,Female,Kazakhstan,2009,121802,,,,,,,
75 - 79,Female,Kazakhstan,2010,119165,,,,,,,
75 - 79,Female,Kazakhstan,2011,128283,,,,,,,
75 - 79,Female,Kazakhstan,2012,145716,,,,,,,
75 - 79,Female,Kazakhstan,2013,165569,,,,,,,
75 - 79,Female,Kazakhstan,2014,186268,,,,,,,
75 - 79,Female,Kazakhstan,2015,201708,,,,,,,
75 - 79,Female,Kazakhstan,2016,206496,,,,,,,
75 - 79,Female,Kazakhstan,2017,199898,,,,,,,
75 - 79,Female,Kazakhstan,2018,182674,,,,,,,
75 - 79,Female,Kazakhstan,2019,158404,,,,,,,
75 - 79,Female,Kazakhstan,2020,135243,,,,,,,
75 - 79,Female,Kazakhstan,2021,122881,,,,,,,
75 - 79,Female,Kazakhstan,2022,..,,,,,,,
75 - 79,Female,Kazakhstan,2023,..,,,,,,,
75 - 79,Female,Kyrgyzstan,1980,28964,,,,,,,
75 - 79,Female,Kyrgyzstan,1990,31073,,,,,,,
75 - 79,Female,Kyrgyzstan,1995,26221,,,,,,,
75 - 79,Female,Kyrgyzstan,2000,29735,,,,,,,
75 - 79,Female,Kyrgyzstan,2001,31146,,,,,,,
75 - 79,Female,Kyrgyzstan,2002,33063,,,,,,,
75 - 79,Female,Kyrgyzstan,2003,34882,,,,,,,
75 - 79,Female,Kyrgyzstan,2004,36293,,,,,,,
75 - 79,Female,Kyrgyzstan,2005,37202,,,,,,,
75 - 79,Female,Kyrgyzstan,2006,37313,,,,,,,
75 - 79,Female,Kyrgyzstan,2007,36424,,,,,,,
75 - 79,Female,Kyrgyzstan,2008,34117,,,,,,,
75 - 79,Female,Kyrgyzstan,2009,31653,,,,,,,
75 - 79,Female,Kyrgyzstan,2010,30617,,,,,,,
75 - 79,Female,Kyrgyzstan,2011,31071,,,,,,,
75 - 79,Female,Kyrgyzstan,2012,31948,,,,,,,
75 - 79,Female,Kyrgyzstan,2013,33590,,,,,,,
75 - 79,Female,Kyrgyzstan,2014,36034,,,,,,,
75 - 79,Female,Kyrgyzstan,2015,37227,,,,,,,
75 - 79,Female,Kyrgyzstan,2016,36662,,,,,,,
75 - 79,Female,Kyrgyzstan,2017,34385,,,,,,,
75 - 79,Female,Kyrgyzstan,2018,30235,,,,,,,
75 - 79,Female,Kyrgyzstan,2019,25408,,,,,,,
75 - 79,Female,Kyrgyzstan,2020,21957,,,,,,,
75 - 79,Female,Kyrgyzstan,2021,21386,,,,,,,
75 - 79,Female,Kyrgyzstan,2022,..,,,,,,,
75 - 79,Female,Kyrgyzstan,2023,..,,,,,,,
75 - 79,Female,Latvia,1980,46103,,,,,,,
75 - 79,Female,Latvia,1990,49199,,,,,,,
75 - 79,Female,Latvia,1995,34532,,,,,,,
75 - 79,Female,Latvia,2000,51364,,,,,,,
75 - 79,Female,Latvia,2001,54237,,,,,,,
75 - 79,Female,Latvia,2002,55897,,,,,,,
75 - 79,Female,Latvia,2003,56731,,,,,,,
75 - 79,Female,Latvia,2004,56912,,,,,,,
75 - 79,Female,Latvia,2005,56865,,,,,,,
75 - 79,Female,Latvia,2006,56638,,,,,,,
75 - 79,Female,Latvia,2007,56223,,,,,,,
75 - 79,Female,Latvia,2008,55416,,,,,,,
75 - 79,Female,Latvia,2009,54203,,,,,,,
75 - 79,Female,Latvia,2010,53385,,,,,,,
75 - 79,Female,Latvia,2011,53382,,,,,,,
75 - 79,Female,Latvia,2012,54295,,,,,,,
75 - 79,Female,Latvia,2013,55949,,,,,,,
75 - 79,Female,Latvia,2014,58275,,,,,,,
75 - 79,Female,Latvia,2015,60238,,,,,,,
75 - 79,Female,Latvia,2016,61219,,,,,,,
75 - 79,Female,Latvia,2017,60997,,,,,,,
75 - 79,Female,Latvia,2018,59248,,,,,,,
75 - 79,Female,Latvia,2019,56516,,,,,,,
75 - 79,Female,Latvia,2020,53188,,,,,,,
75 - 79,Female,Latvia,2021,49707,,,,,,,
75 - 79,Female,Latvia,2022,47502,,,,,,,
75 - 79,Female,Latvia,2023,47393,,,,,,,
75 - 79,Female,Liechtenstein,1980,278,,,,,,,
75 - 79,Female,Liechtenstein,1990,343,,,,,,,
75 - 79,Female,Liechtenstein,1995,344,,,,,,,
75 - 79,Female,Liechtenstein,2000,489,,,,,,,
75 - 79,Female,Liechtenstein,2001,496,,,,,,,
75 - 79,Female,Liechtenstein,2002,505,,,,,,,
75 - 79,Female,Liechtenstein,2003,494,,,,,,,
75 - 79,Female,Liechtenstein,2004,478,,,,,,,
75 - 79,Female,Liechtenstein,2005,463,,,,,,,
75 - 79,Female,Liechtenstein,2006,442,,,,,,,
75 - 79,Female,Liechtenstein,2007,420,,,,,,,
75 - 79,Female,Liechtenstein,2008,427,,,,,,,
75 - 79,Female,Liechtenstein,2009,450,,,,,,,
75 - 79,Female,Liechtenstein,2010,473,,,,,,,
75 - 79,Female,Liechtenstein,2011,503,,,,,,,
75 - 79,Female,Liechtenstein,2012,527,,,,,,,
75 - 79,Female,Liechtenstein,2013,541,,,,,,,
75 - 79,Female,Liechtenstein,2014,542,,,,,,,
75 - 79,Female,Liechtenstein,2015,571,,,,,,,
75 - 79,Female,Liechtenstein,2016,629,,,,,,,
75 - 79,Female,Liechtenstein,2017,684,,,,,,,
75 - 79,Female,Liechtenstein,2018,728,,,,,,,
75 - 79,Female,Liechtenstein,2019,775,,,,,,,
75 - 79,Female,Liechtenstein,2020,798,,,,,,,
75 - 79,Female,Liechtenstein,2021,810,,,,,,,
75 - 79,Female,Liechtenstein,2022,833,,,,,,,
75 - 79,Female,Liechtenstein,2023,..,,,,,,,
75 - 79,Female,Lithuania,1980,50940,,,,,,,
75 - 79,Female,Lithuania,1990,53505,,,,,,,
75 - 79,Female,Lithuania,1995,42417,,,,,,,
